発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1991-01-31,FC,1M,SPT,ヘクト,ゴルフグランドスラム,"￥9,700","￥9,500代",0,-,,,,,,,,
1991-02-08,FC,2M,RPG,データイースト,ダークロード,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-02-08,FC,256K,SPT,アテナ,チャンピオンシップボーリング,"￥4,900","￥5,000代",0,-,,,,,,,,
1991-02-08,FC,2M,ADV,キングレコード,赤川次郎の幽霊列車,"￥6,800","￥7,000代",0,-,,,,,,長野洋|岡本喜八|松木ひろし|窪田篤人|渡邉祐介|長野洋|尾中洋一,,
1991-02-15,FC,1M,ACT,エポック社,パラソルヘンべえおとぎの国は大さわぎ！,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-02-15,FC,1M,TAB,アイマックス,ファミコン将棋竜王戦,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-02-15,FC,1M,SHT,バップ,マックスウォーリアー～惑星戒厳令～,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-02-15,FC,1M,SPT,A-WAVE,ミニパット,"￥6,700","￥6,500代",0,-,,,,,,,,
1991-02-22,FC,2M,TAB,カプコン,井出洋介名人の実践麻雀Ⅱ,"￥8,500","￥8,500代",0,-,,,,,富樫則彦,,,
1991-02-22,FC,1M,ACT,テクノスジャパン,双截龍ⅢTheRosettaStone,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-02-22,FC,2M,RPG,ビクター音楽産業,虹のシルクロード～ジグザグ冒険記～,"￥7,500","￥7,500代",0,-,,,,,,,,
1991-02-26,FC,2M,ACT,バリエ,グランドマスター,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-02-28,FC,2M,SPT,サンソフト,なんてったってベースボール子ガメカセットOBオールスター編,"￥2,280","￥2,500代",0,-,,,,,,,,
1991-03-01,FC,1M,RPG,カルチャーブレーン,スーパーチャイニーズ3,"￥6,300","￥6,500代",0,-,,阿迦手観屋夢之助,たちばなあきら,しいなつかさ|かわはらひとみ|ましばけいこ,沢彰記,さとうけんたろう,阿迦手観屋夢之助,
1991-03-01,FC,1M,SPT,タイトー,究極ハリキリスタジアムⅢ,"￥6,900","￥7,000代",0,-,,,,,,,,
1991-03-08,FC,1M,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsヒーローオブランス,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-03-08,FC,1M,TAB,ナムコ,ナムコット麻雀Ⅲマージャン天国,"￥4,900","￥5,000代",0,-,,,,,,,,
1991-03-15,FC,1M,SHT,コナミ,ガンサイト,"￥6,000","￥6,000代",0,-,,,,すめらぎ琥珀,あり,かずきふみ,,
1991-03-15,FC,1M,SLG,東宝,ふしぎの海のナディア,"￥6,500","￥6,500代",0,-,,,,貞本義行,鷺巣詩郎,大川久男|梅野かおる,,
1991-03-15,FC,4M,SLG,光栄,大航海時代,"￥11,800","￥12,000代",0,-,,,,,,,,
1991-03-21,FC,2M,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsヒルズファー,"￥7,800","￥8,000代",0,-,,,,,,,,
1991-03-21,FC,1M,ETC,アスキー,いただきストリート私のお店によってって,"￥6,800","￥7,000代",0,-,,,大森田不可止,堀井雄二|荒井清和,上野利幸,,,
1991-03-21,FC,1M,RPG,ポニーキャニオン,シャドウブレイン,"￥9,800","￥10,000代",0,-,,,,長沢英夫|今井修司|野田弘一|スクリーミング・マッド・ジョージ,中村一気|大野木宜幸|高見沢俊彦,千葉智宏|黒田洋介,小尾一介,
1991-03-21,FC,1M,ACT,バンダイ,まじかる☆タルるートくんFANTASTICWORLD(ファンタスティックワールド),"￥5,800","￥6,000代",0,-,,,,,"LOVE PSYCHEDELICO",,,
1991-03-22,FC,1M,TAB,タイトー,爆笑！！人生劇場2,"￥5,900","￥6,000代",0,-,,,,,,,,
1991-03-26,FC,1M,ETC,バンダイ,おえかキッズアンパンマンのひらがなだいすき,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-03-29,FC,256K,ACT,キャラクターソフト,けろけろけろっぴの大冒険,"￥3,980","￥4,000代",0,-,,,,,ナオト・インティライミ(作詞・作曲),,,
1991-03-29,FC,1M,ACT,ジャレコ,忍者じゃじゃ丸銀河大作戦,"￥5,800","￥6,000代",0,-,,,,,高芝泰彦|鈴木康行,,,
1991-03-29,FC,2M,RPG,東映動画,北斗の拳4七星覇拳伝北斗神拳の彼方へ,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-04-02,FC,1M,ACT,データイースト,ロボコップ2,"￥6,500","￥6,500代",0,-,,,,,レナード・ローゼンマン,キャラクター創造|エドワード・ニューマイヤー|マイケル・マイナー,,
1991-04-05,FC,1M,ACT,アトラス,ニューヨークニャンキーズ,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-04-05,FC,1M,ETC,テクモ,おぼっちゃまくん,"￥6,500","￥6,500代",0,-,,,,藤田宗克,宮原恵太,桶谷顕|桜井正明|真保裕一ほか,,
1991-04-05,FC,4M,RPG,カプコン,天地を喰らうⅡ諸葛孔明伝,"￥8,500","￥8,500代",0,-,,,上山真一,藤原得郎|岡本吉起|竹中善則,藤田靖明,,,
1991-04-12,FC,256K,PZL,徳間書店,ゴルビーのパイプライン大作戦,"￥4,900","￥5,000代",0,-,,,,若林賢人,迫田敏明,,,
1991-04-12,FC,1M,SHT,ビスコ,ツインイーグル,"￥5,800","￥6,000代",0,-,,,,K.SATO|玖村麻子|かさじまみゆき|たけだみつひろ,"四元久|鈴木隆之|Conrad T. Kozawa",,富士本淳,
1991-04-21,FC,1M,ACT,アテナ,ファミリーブロック,"￥5,500","￥5,500代",0,-,,,,,,,,
1991-04-25,FC,4M,TAB,ヘクト,麻雀倶楽部永田町-総裁戦-,"￥9,700","￥9,500代",0,-,,つるやじゅん,さとうしょうじ,おだちひろよ|さかいゆきお,,,関雅行,
1991-04-26,FC,1M,ACT,サミー工業,ガンデック(GUN-DEC),"￥6,000","￥6,000代",0,-,,,,,,,,
1991-04-26,FC,1M,SHT,ホットビィ,オーバーホライゾン,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-04-26,FC,1M,SPT,タイトー,タイトーバスケットボール,"￥5,900","￥6,000代",0,-,,,,,,,,
1991-04-26,FC,1M,TAB,セタ,マジックダーツ,"￥7,700","￥7,500代",0,-,,,,,,,,
1991-04-26,FC,4M,RPG,コナミ,ラグランジュポイント,"￥8,500","￥8,500代",0,-,,,,,,,,
1991-04-26,FC,1M,ACT,ハドソン,高橋名人の冒険島Ⅱ,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-04-26,FC,1M,PZL,東映動画,紫禁城,"￥5,300","￥5,500代",0,-,,,,,,,,
1991-05-03,FC,2M,ACT,タケル,ココロン,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-05-17,FC,256K,PZL,ホットビィ,パラメデスⅡ,"￥5,500","￥5,500代",0,-,,,,,,,,
1991-05-17,FC,1M,SHT,シグマ商事,ファジカルファイター,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-05-23,FC,2M,SLG,光栄,ランペルール,"￥11,800","￥12,000代",0,-,,,,,石黒彰,,シブサワ・コウ,
1991-05-24,FC,2M,SHT,タイトー,テトラスター,"￥7,400","￥7,500代",0,-,,,,,,,,
1991-05-24,FC,2M,RPG,データイースト,メタルマックス,"￥7,800","￥8,000代",0,-,,吉田穂積|兼安時紀,菅原康弘|福島純|田内智樹,宮岡寛|きむらはじめ|とみさわ昭仁|山本貴嗣,門倉聡,,桝田省治,
1991-05-31,FC,256K,PZL,ヒューマン,エジプト,"￥3,800","￥4,000代",0,-,,,,,,,,
1991-05-31,FC,2M,SPT,サンソフト,なんてったってベースボール子ガメカセット'91開幕編,"￥2,280","￥2,500代",0,-,,,,,,,,
1991-06-21,FC,1M,ACT,テクモ,忍者龍剣伝Ⅲ～黄泉の方舟～,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-06-21,FC,1M,ACT,カルチャーブレーン,飛龍の拳スペシャルファイティングウォーズ,"￥6,300","￥6,500代",0,-,,,,,,,,
1991-06-28,FC,4M,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsプールオブレイディアンス,"￥9,800","￥10,000代",0,-,,,,,,,,
1991-06-28,FC,1M,ETC,テクノスジャパン,すごろクエストダイスの戦士たち,"￥6,500","￥6,500代",0,-,,,かしわやひでとし|まえだてるひろ|佐藤博|松本康裕|ふくはらげんえい|もりしんいち,白戸政男,中野テルヲ|かめおかよしひろ|平沢道也,,,
1991-06-28,FC,1M,ACT,サミー工業,つっぱりウォーズ,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-06-28,FC,1M,ACT,ハドソン,ボンバーマンⅡ,"￥5,800","￥6,000代",0,-,,,小坂恭洋,奥野仁|佐々木みか,竹間淳,,藤原茂樹,
1991-06-28,FC,1M,ACT,タカラ,超人狼戦記ウォーウルフ,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-06-28,FC,2M,TAB,任天堂,新4人打ちマージャン役満天国,"￥6,300","￥6,500代",0,-,,,,,,,,
1991-07-05,FC,2M,SPT,バップ,ベースボールファイター,"￥7,800","￥8,000代",0,-,,,,,,,,
1991-07-05,FC,1M,TAB,ヘクト,囲碁指南'91,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-07-19,FC,1M,ACT,タイトー,JuJu伝説,"￥6,800","￥7,000代",0,-,,,佐久間明|西澤孝|青木司,北原春樹|かきうちひろ|藤咲淳一|松原順,あおきゆうさく|北原幸憩,,,
1991-07-19,FC,1M,ACT,テクモ,キャッ党忍伝てやんでえ,"￥6,500","￥6,500代",0,-,,,,知心水(アニマロイドデザイン)|鈴木典孝(アニマロイド設定),川井憲次,関島真頼ほか,,
1991-07-19,FC,1M,ACT,パックインビデオ,ダイハード,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-07-19,FC,256K,PZL,アイジーエス,パズニック,"￥4,900","￥5,000代",0,-,,,,,,,,
1991-07-19,FC,1M,TAB,ココナッツジャパン,パチンコ大作戦1,"￥5,900","￥6,000代",0,-,,,,,,,,
1991-07-19,FC,4M,RAC,ナムコ,ファミリーサーキット'91,"￥7,800","￥8,000代",0,30,,,,,,,,
1991-07-19,FC,1M,ACT,カプコン,リトルマーメイド-人魚姫-,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-07-26,FC,1M,ACT,テクノスジャパン,ダウンタウンスペシャルくにおくんの時代劇だよ全員集合,"￥6,500","￥6,500代",0,-,,吉田晄浩,南波靖一郎(メインプログラマー)|大日方忠道(背景チェック担当)|松本康宏(メニュー周り担当)|森真一(ショップ周り担当),根立克行(キャラ担当)|東郷和代(背景担当),田崎寿子,,,
1991-07-31,FC,2M,RPG,Ｍ＆Ｍ,おたくの星座,"￥6,900","￥7,000代",0,-,,てんまんしげのり,あーぴーぱー,"永井努|きむらひでのり|JIM BOY|江口寿史",笠井治|原田昌亮,本宮ひろ志|武田亨,武田亨,
1991-08-02,FC,1M,ACT,タイトー,SD刑事ブレイダー,"￥6,400","￥6,500代",0,-,,,,,,,,
1991-08-02,FC,2M,SHT,アイジーエス,ロボッ子ウォーズ,"￥6,900","￥7,000代",0,-,,,,,デイヴィッド・アーカンストーン,ジャクソン・バー,,
1991-08-03,FC,512K,RAC,アルトロン,スーパースプリント,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-08-03,FC,2M,ETC,バンプレスト,マイライフマイラブぼくの夢わたしの願い,"￥9,600","￥9,500代",0,-,,,,,,,,
1991-08-09,FC,2M,ACT,アイジーエス,アルマジロ,"￥6,900","￥7,000代",0,-,,,,,,,,
1991-08-09,FC,256K,PZL,アテナ,DEBLOCK(デブロック),"￥4,980","￥5,000代",0,-,,,,,,,,
1991-08-09,FC,1M,ACT,バップ,ドキ！ドキ！遊園地～クレイジーランド大作戦～,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-08-09,FC,2M,RPG,ケムコ,ドラゴンウォーズ,"￥6,800","￥7,000代",0,-,,,レベッカ・ハインマン,ポール・オコーナー|ブライアン・ファーゴ|トッド・J・キャマスタ,カート・ハイデン,,ブライアン・ファーゴ|ブルース・シュリックベルンド,
1991-08-09,FC,1M,RPG,アスク講談社,百の世界の物語,"￥6,200","￥6,000代",0,-,,高瀬俊一,MASAHIRO.A,わきあかつぐみ|鳥居雅博,浅川政夫,,ふたみひろし,
1991-08-10,FC,2M,RPG,バンダイ,ドラゴンボールZⅡ激神フリーザ！！,"￥8,200","￥8,000代",79,-,,杉本則之,しみずかずや,N.SUGIMOTO|T.EGUCHI|MUGARUTIE|SOBA,いちだたけし,杉本則之,,
1991-08-21,FC,1M,SLG,ポニーキャニオン,A列車で行こう,"￥7,800","￥8,000代",0,-,,,,,,,,
1991-08-27,FC,1M,SHT,コナミ,クライシスフォース,"￥6,000","￥6,000代",0,-,,,小川光章|山口誠,岸本方彰|片上史将,松原健一|まんのやすひこ|中馬淳,,,
1991-08-29,FC,2M,SLG,光栄,ロイヤルブラッド,"￥9,800","￥10,000代",0,-,,,,,伊藤ヨシユキ|新田真澄,,シブサワ・コウ,
1991-08-30,FC,4M,ADV,HAL研究所,メタルスレイダーグローリー,"￥8,900","￥9,000代",0,-,,☆よしみる,向井忠,☆よしみる|☆よしみる|おおのさとし,京田誠一,☆よしみる,,
1991-08-30,FC,1M,ACT,アイレム,快傑ヤンチャ丸2からくりランド,"￥5,800","￥6,000代",0,-,,,,,山崎憲司,,,
1991-09-13,FC,2M,ACT,ビスコ,ウエスタンキッズ,"￥7,800","￥8,000代",0,-,,うさみけいすけ,桑村英樹|斎藤潤,増田祐司|増田祐司|森賢一,岩田匡治,,秋山哲雄,
1991-09-13,FC,1M,ETC,アテナ,ゲームデザイナー養成ソフト絵描衛門(でざえもん),"￥9,800","￥10,000代",0,-,,,,,,,,
1991-09-20,FC,1M,ACT,エピックソニー,ドラゴンズレア,"￥5,900","￥6,000代",0,-,,,マイケル・クナウアー|ヴィンス・リー,リック・ダイアー|ビクター・ペンマン|マーティ・フォールガー|ダーリーン・ウォディントン|ドン・ブルース,クリストファー・ストーン,,,
1991-09-20,FC,1M,ACT,サンソフト,へべれけ,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-09-20,FC,2M,SPT,任天堂,マリオオープンゴルフ,"￥5,825","￥6,000代",0,31,,,,,,,,
1991-09-27,FC,2M,RPG,ビクター音楽産業,イースⅢワンダラーズフロムイース,"￥7,500","￥7,500代",0,-,,,,,,,,
1991-09-27,FC,1M,ACT,アイレム,スパルタンX2,"￥5,500","￥5,500代",0,-,,,,"西山隆志[注 1]",,,津村建二,
1991-09-27,FC,1M,ACT,サンソフト,バトルフォーミュラ,"￥6,200","￥6,000代",0,-,,"CHO MUSOU",北川正昭|野村雅仁|Y.AZUMA,塚田雅士|さとうひろゆき,小高直樹|原伸幸|瀬谷辰宇,,,
1991-09-27,FC,1M,RAC,バリエ,中嶋悟監修F-1ヒーロー2,"￥5,900","￥6,000代",0,-,,,,,,,,
1991-10-04,FC,1M,ETC,ナムコ,ちびまる子ちゃんうきうきショッピング,"￥5,800","￥6,000代",0,-,,"シリーズ監督:|石崎すすむ(第1期第1話 - 第34話)|棚橋一徳(第1期第35話-第116話)",,"重国勇二(第1期第1話 - 第113話)|河内日出夫(第1期第114話 - 第142話)|船越英之(第2期)|中原久文(第2期第1話 - 第132話[注 3])","中村暢之|川原伸司(第2期第1話 - 74話)",富永淳一|田嶋久子|髙橋幹子|石山優子|熊谷那美|平岡秀章|鈴谷梨乃|松島恵利子|加賀未恵|田中孝晃,,
1991-10-05,FC,1M,RPG,ユタカ,からくり剣豪伝ムサシロード～からくり人疾走る～,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-10-12,FC,2M,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語2光の騎士,"￥8,200","￥8,000代",0,-,,荻野目洋,,伴内弁太|島田晋作|高橋雅行,,,鈴木敏弘,
1991-10-25,FC,2M,RPG,ナツメ,カオスワールド,"￥7,000","￥7,000代",0,-,,,,,,,,
1991-10-25,FC,1M,ACT,シグマ商事,たいむゾーン,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-10-26,FC,1M,ACT,エンジェル,特救指令ソルブレイン,"￥6,000","￥6,000代",0,-,,,,,瑞木薫,"杉村升 他","宇都宮恭三 梶淳(テレビ朝日) 堀長文(東映)",
1991-10-30,FC,1M,PZL,ヘクト,グレートディール,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-11-01,FC,2M,TAB,トミー,モノポリー,"￥6,800","￥7,000代",0,-,,,,チャールズ・B・ダロウ (en) ,,,,
1991-11-15,FC,1M,ACT,ビクター音楽産業,スターウォーズ(ビクター製),"￥6,700","￥6,500代",0,-,,,アンドリュー・カーター,アキーラ・レドマー|ジョン・ノレス|ギャリー・ウィニック|リック・スタンド|ジョン・バーキー,マーシャル・パーカー,,アキーラ・レドマー|ハワード・フィリップス,
1991-11-15,FC,2M,RPG,テクモ,ラディア戦記黎明篇,"￥6,900","￥7,000代",0,-,,,,,,,,
1991-11-15,FC,1M,ADV,タカラ,少年アシベネパール大冒険の巻,"￥6,980","￥7,000代",0,-,,,,,,,,
1991-11-15,FC,1M,ACT,アイレム,大工の源さん,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-11-15,FC,1M,SHT,ソフエル,地底戦空バゾルダー,"￥6,300","￥6,500代",0,-,,,水谷英治|永倉正明,倉本奈緒|有賀正祐|吉川昇一,安藤童太,倉本奈緒,石川佳幸,
1991-11-22,FC,4M,TAB,ココナッツジャパン,パチ夫くん4,"￥8,800","￥9,000代",0,-,,,,,,,,
1991-11-22,FC,256K,PZL,キャラクターソフト,みんなのたあ坊のなかよし大作戦,"￥3,980","￥4,000代",0,-,,,,,,,,
1991-11-22,FC,2M,SPT,ジャレコ,燃えプロ！最強編,"￥6,700","￥6,500代",0,-,,,,,,,,
1991-11-29,FC,4M,TAB,トミー,アメリカ横断ウルトラクイズ史上最大の戦い,"￥7,800","￥8,000代",0,-,,,,,,,,
1991-11-29,FC,1M,TAB,アイマックス,ファミコン囲碁入門,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-11-29,FC,1M,SLG,コナミ,ランパート,"￥5,800","￥6,000代",0,-,,,ジョン・サルウィッツ,ジョン・サルウィッツ|デヴィッド・ラルストン,ブラッド・フラー|ドン・ディークナイテ,,リンダ・ベンツァー,
1991-12-06,FC,1M,ACT,東亜プラン,スノーブラザーズ,"￥6,500","￥6,500代",0,-,,,,,太田理,,,
1991-12-06,FC,4M,ACT,カプコン,ロックマン4新たなる野望！？,"￥7,800","￥8,000代",0,-,,,,,,,,
1991-12-06,FC,1M,ACT,ナムコ,平成天才バカボン,"￥5,800","￥6,000代",0,-,,,,岸義之,本間勇輔,赤塚不二夫,,
1991-12-13,FC,1M,TAB,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦,"￥9,800","￥10,000代",0,-,,,,,,,,
1991-12-13,FC,1M,ACT,ジャレコ,つるピカハゲ丸めざせ！つるセコの証,"￥6,300","￥6,500代",0,-,,,,,,,,
1991-12-13,FC,2M,ACT,コナミ,ティーンエージミュータントニンジャタートルズ2ザ・マンハッタンプロジェクト,"￥6,900","￥7,000代",0,-,,,,,坂倉優一|冨田朋也|中村康三,,,
1991-12-13,FC,2M,SPT,テクモ,テクモスーパーボウル,"￥7,980","￥8,000代",0,-,,,,,,,,
1991-12-13,FC,1M,PZL,BPS,テトリス2+ボンブリス,"￥6,500","￥6,500代",0,30,,,,,,,,
1991-12-14,FC,1M,PZL,任天堂,ヨッシーのたまご,"￥4,757","￥5,000代",0,-,,田尻智,新改裕二|郡山昭仁,丸山傑規|杉森建,増田順一,,宮本茂,
1991-12-20,FC,1M,ACT,アスミック,アスミッくんランド,"￥6,300","￥6,500代",0,-,,,,,,,,
1991-12-20,FC,1M,ETC,アルトロン,アンタッチャブル,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-12-20,FC,1M,ACT,サンソフト,ダイナマイトバットマン,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-12-20,FC,1M,ACT,コナミ,タイニートゥーンアドベンチャーズ,"￥4,900","￥5,000代",0,-,,,,,ブルース・ブロートン,ポール・ディニ,,
1991-12-20,FC,2M,ACT,アイレム,パーマンPART2秘密結社マドー団をたおせ！,"￥5,500","￥5,500代",0,-,,,,,,,,
1991-12-20,FC,2M,ACT,日本コンピュータシステム,バトルトード,"￥6,500","￥6,500代",0,30,,,クリス・スタンパー|マーク・ベターリッジ,ティム・スタンパー(英語版)|クリス・スタンパー(英語版)|ケヴィン・ベイリス,デビッド・ワイズ,,ジョエル・ホッホバーグ,
1991-12-20,FC,1M,ACT,タカラ,バナナン王子の大冒険,"￥5,900","￥6,000代",0,-,,,,,,,,
1991-12-20,FC,1M,SPT,ナムコ,ファミスタ'92,"￥5,000","￥5,000代",0,-,,,,,,,,
1991-12-20,FC,1M,SLG,アスキー,ベスト競馬ダービースタリオン,"￥6,800","￥7,000代",0,32,,,,,,,,
1991-12-20,FC,2M,RPG,ソフエル,モンスターメーカー7つの秘宝,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-12-20,FC,1M,TAB,ココナッツジャパン,東京パチスロアドベンチャー,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-12-20,FC,2M,TAB,タイトー,爆笑！！人生劇場3,"￥6,400","￥6,500代",0,-,,,みずのまさる,なかたしんじ|くろさわきょうこ|なりたたけし,神尾憲一,,,
1991-12-21,FC,2M,SLG,ユタカ,SDガンダムガチャポン戦士4ニュータイプストーリー,"￥8,500","￥8,500代",0,-,,,,,,,,
1991-12-21,FC,4M,SLG,光栄,信長の野望武将風雲録,"￥11,800","￥12,000代",0,-,,,,,菅野よう子,,シブサワ・コウ,
1991-12-21,FC,1M,ACT,エンジェル,鳥人戦隊ジェットマン,"￥6,000","￥6,000代",0,-,,,,,"KAZZ TOYAMA(外山和彦)","井上敏樹 他","宇都宮恭三 梶淳(テレビ朝日) 鈴木武幸(東映)",
1991-12-25,FC,1M,ACT,アトラス,チキチキマシン猛レース,"￥6,800","￥7,000代",0,-,,,,,"Hoyt Curtin","Larz Bourne Dalton Sandifer Tom Dagenais Michael Maltese","ウィリアム・ハンナ ジョセフ・バーベラ",
1991-12-26,FC,1M,SLG,ヨネザワ,バトルストーム,"￥5,800","￥6,000代",0,-,,,,,,けいじま潤,,
1991-12-27,FC,1M,ETC,ホットビィ,ザ・ブルーマリーン,"￥6,300","￥6,500代",0,-,,,,,,,,
1991-12-27,FC,1M,ACT,エピックソニー,ハドソンホーク,"￥5,900","￥6,000代",0,-,,,,,マイケル・ケイメン|ロバート・クラフト,スティーヴン・E・デ・スーザ|ダニエル・ウォーターズ,,
